id,timestamp,comm_area,call_type
932,8/20/2016 16:00,Garfield Ridge,Water in Basement
933,8/22/2016 11:30,Garfield Ridge,Water in Basement
934,8/26/2016 19:30,Garfield Ridge,Water in Basement
935,9/7/2016 15:00,Garfield Ridge,Water in Basement
936,9/8/2016 10:30,Garfield Ridge,Water in Basement
937,8/12/2016 11:30,Garfield Ridge,Water in Street
938,8/12/2016 11:30,Garfield Ridge,Water in Street
939,8/18/2016 8:30,Garfield Ridge,Water in Street
940,8/18/2016 9:30,Garfield Ridge,Water in Street
941,8/18/2016 9:30,Garfield Ridge,Water in Street
942,8/18/2016 11:30,Garfield Ridge,Water in Street
943,8/19/2016 12:00,Garfield Ridge,Water in Street
944,8/19/2016 12:00,Garfield Ridge,Water in Street
945,8/20/2016 12:30,Garfield Ridge,Water in Street
946,8/20/2016 13:30,Garfield Ridge,Water in Street
947,8/20/2016 17:00,Garfield Ridge,Water in Street
948,8/25/2016 10:00,Garfield Ridge,Water in Street
949,8/8/2016 9:30,Bridgeport,Water in Basement
950,8/12/2016 12:00,Bridgeport,Water in Basement
951,8/12/2016 12:30,Bridgeport,Water in Basement
952,8/13/2016 7:30,Bridgeport,Water in Basement
953,8/13/2016 22:30,Bridgeport,Water in Basement
954,8/14/2016 14:30,Bridgeport,Water in Basement
955,8/16/2016 15:30,Bridgeport,Water in Basement
956,8/22/2016 21:30,Bridgeport,Water in Basement
957,8/27/2016 16:00,Bridgeport,Water in Basement
958,8/31/2016 12:30,Bridgeport,Water in Basement
959,8/12/2016 12:30,Bridgeport,Water in Street
960,8/12/2016 13:00,Bridgeport,Water in Street
961,8/12/2016 13:00,Bridgeport,Water in Street
962,8/12/2016 14:00,Bridgeport,Water in Street
963,8/13/2016 9:00,Bridgeport,Water in Street
964,8/13/2016 11:30,Bridgeport,Water in Street
965,8/16/2016 12:00,Bridgeport,Water in Street
966,8/18/2016 8:00,Bridgeport,Water in Street
967,8/18/2016 8:00,Bridgeport,Water in Street
968,8/18/2016 8:00,Bridgeport,Water in Street
969,8/18/2016 8:30,Bridgeport,Water in Street
970,8/18/2016 11:30,Bridgeport,Water in Street
971,8/19/2016 11:30,Bridgeport,Water in Street
972,8/20/2016 0:00,Bridgeport,Water in Street
973,8/20/2016 9:00,Bridgeport,Water in Street
974,8/20/2016 12:00,Bridgeport,Water in Street
975,8/20/2016 15:00,Bridgeport,Water in Street
976,8/27/2016 13:30,Bridgeport,Water in Street
977,8/4/2016 11:30,Lower West Side,Water in Basement
978,8/11/2016 21:00,Lower West Side,Water in Basement
979,8/19/2016 16:30,Lower West Side,Water in Basement
980,8/29/2016 17:00,Lower West Side,Water in Basement
981,8/30/2016 8:30,Lower West Side,Water in Basement
982,8/31/2016 18:30,Lower West Side,Water in Basement
983,8/18/2016 9:30,Lower West Side,Water in Street
984,8/18/2016 10:00,Lower West Side,Water in Street
985,8/18/2016 13:30,Lower West Side,Water in Street
986,8/19/2016 11:30,Lower West Side,Water in Street
987,8/22/2016 15:30,Lower West Side,Water in Street
988,8/25/2016 19:00,Lower West Side,Water in Street
989,8/27/2016 9:00,Lower West Side,Water in Street
990,8/9/2016 14:00,Burnside,Water in Basement
991,8/10/2016 12:30,Burnside,Water in Basement
992,8/18/2016 9:00,Burnside,Water in Street
993,8/27/2016 9:00,Burnside,Water in Street
994,8/5/2016 9:30,Washington Park,Water in Basement
995,8/12/2016 17:30,Washington Park,Water in Basement
996,8/12/2016 19:30,Washington Park,Water in Basement
997,8/27/2016 3:30,Washington Park,Water in Basement
998,9/5/2016 23:00,Washington Park,Water in Basement
999,8/12/2016 13:00,Washington Park,Water in Street
1000,8/16/2016 23:30,Washington Park,Water in Street
1001,8/18/2016 16:30,Washington Park,Water in Street
1002,8/20/2016 18:30,Washington Park,Water in Street
1003,8/27/2016 8:30,Washington Park,Water in Street
1004,8/4/2016 18:00,Mckinley Park,Water in Basement
1005,8/12/2016 12:00,Mckinley Park,Water in Basement
1006,8/12/2016 16:00,Mckinley Park,Water in Basement
1007,8/18/2016 15:00,Mckinley Park,Water in Basement
1008,8/19/2016 6:30,Mckinley Park,Water in Basement
1009,8/19/2016 7:30,Mckinley Park,Water in Basement
1010,8/12/2016 12:30,Mckinley Park,Water in Street
1011,8/18/2016 21:30,Mckinley Park,Water in Street
1012,9/1/2016 18:30,Mckinley Park,Water in Street
1013,9/7/2016 19:00,Mckinley Park,Water in Street
1014,9/8/2016 22:30,Mckinley Park,Water in Street
1015,8/13/2016 12:00,Portage Park,Water in Basement
1016,8/20/2016 10:00,Portage Park,Water in Basement
1017,8/27/2016 8:30,Portage Park,Water in Basement
1018,8/12/2016 13:00,Portage Park,Water in Street
1019,8/12/2016 16:30,Portage Park,Water in Street
1020,8/18/2016 8:00,Portage Park,Water in Street
1021,8/18/2016 8:00,Portage Park,Water in Street
1022,8/18/2016 14:00,Portage Park,Water in Street
1023,8/18/2016 14:30,Portage Park,Water in Street
1024,8/18/2016 15:00,Portage Park,Water in Street
1025,8/18/2016 16:00,Portage Park,Water in Street
1026,8/19/2016 11:00,Portage Park,Water in Street
1027,8/19/2016 11:30,Portage Park,Water in Street
1028,8/19/2016 11:30,Portage Park,Water in Street
1029,8/20/2016 9:00,Portage Park,Water in Street
1030,8/20/2016 10:00,Portage Park,Water in Street
1031,8/20/2016 10:30,Portage Park,Water in Street
1032,8/20/2016 11:30,Portage Park,Water in Street
1033,8/24/2016 10:30,Portage Park,Water in Street
1034,8/27/2016 8:00,Portage Park,Water in Street
1035,8/27/2016 9:00,Portage Park,Water in Street
1036,8/27/2016 9:30,Portage Park,Water in Street
1037,8/27/2016 10:30,Portage Park,Water in Street
1038,8/27/2016 12:00,Portage Park,Water in Street
1039,8/27/2016 13:00,Portage Park,Water in Street
1040,8/29/2016 10:00,Portage Park,Water in Street
1041,8/6/2016 17:00,Pullman,Water in Basement
1042,8/8/2016 9:00,Pullman,Water in Basement
1043,8/12/2016 21:00,Pullman,Water in Basement
1044,9/1/2016 11:30,Pullman,Water in Basement
1045,8/10/2016 13:00,Pullman,Water in Street
1046,8/10/2016 19:00,Pullman,Water in Street
1047,8/29/2016 11:30,Pullman,Water in Street
1048,8/19/2016 5:30,East Side,Water in Basement
1049,8/20/2016 10:00,East Side,Water in Basement
1050,8/31/2016 16:30,East Side,Water in Basement
1051,8/31/2016 16:30,East Side,Water in Basement
1052,8/18/2016 8:30,East Side,Water in Street
1053,8/18/2016 9:30,East Side,Water in Street
1054,8/20/2016 12:30,East Side,Water in Street
1055,8/24/2016 17:30,East Side,Water in Street
1056,8/12/2016 14:30,Fuller Park,Water in Basement
1057,8/15/2016 15:30,Fuller Park,Water in Basement
1058,8/18/2016 19:30,Fuller Park,Water in Basement
1059,8/5/2016 16:30,Fuller Park,Water in Street
1060,8/14/2016 1:00,Fuller Park,Water in Street
1061,8/18/2016 9:00,Fuller Park,Water in Street
1062,8/18/2016 9:30,Fuller Park,Water in Street
1063,8/18/2016 10:30,Fuller Park,Water in Street
1064,8/18/2016 10:30,Fuller Park,Water in Street
1065,8/14/2016 15:30,Rogers Park,Water in Basement
1066,8/18/2016 10:30,Rogers Park,Water in Basement
1067,8/8/2016 15:30,Rogers Park,Water in Street
1068,8/11/2016 19:00,Rogers Park,Water in Street
1069,8/13/2016 19:00,Rogers Park,Water in Street
1070,8/17/2016 10:00,Rogers Park,Water in Street
1071,8/18/2016 8:30,Rogers Park,Water in Street
1072,8/19/2016 13:30,Rogers Park,Water in Street
1073,8/20/2016 9:30,Rogers Park,Water in Street
1074,8/20/2016 9:30,Rogers Park,Water in Street
1075,8/20/2016 10:00,Rogers Park,Water in Street
1076,8/27/2016 9:30,Rogers Park,Water in Street
1077,8/30/2016 7:30,Rogers Park,Water in Street
1078,8/30/2016 12:00,Rogers Park,Water in Street
1079,9/1/2016 6:00,Rogers Park,Water in Street
1080,9/1/2016 9:00,Rogers Park,Water in Street
1081,9/6/2016 17:30,Rogers Park,Water in Street
1082,8/27/2016 16:00,Riverdale,Water in Basement
1083,8/13/2016 10:30,West Elsdon,Water in Street
1084,8/18/2016 7:30,West Elsdon,Water in Street
1085,8/18/2016 11:30,West Elsdon,Water in Street
1086,8/18/2016 22:30,West Elsdon,Water in Street
1087,8/19/2016 11:00,West Elsdon,Water in Street
1088,8/19/2016 17:00,West Elsdon,Water in Street
1089,8/20/2016 19:30,West Elsdon,Water in Street
1090,8/21/2016 11:00,West Elsdon,Water in Street
1091,8/5/2016 11:30,Morgan Park,Water in Basement
1092,8/13/2016 9:00,Morgan Park,Water in Basement
1093,8/15/2016 16:00,Morgan Park,Water in Basement
1094,8/30/2016 14:30,Morgan Park,Water in Basement
1095,8/8/2016 14:30,Morgan Park,Water in Street
1096,8/13/2016 1:30,Morgan Park,Water in Street
1097,8/19/2016 12:00,Morgan Park,Water in Street
1098,8/19/2016 17:00,Morgan Park,Water in Street
1099,8/20/2016 9:30,Morgan Park,Water in Street
1100,8/20/2016 12:30,Morgan Park,Water in Street
1101,8/20/2016 13:00,Morgan Park,Water in Street
1102,8/24/2016 8:00,Morgan Park,Water in Street
1103,8/27/2016 9:00,Morgan Park,Water in Street
1104,8/27/2016 11:30,Morgan Park,Water in Street
1105,9/6/2016 16:00,Morgan Park,Water in Street
1106,8/18/2016 8:30,Loop,Water in Basement
1107,8/23/2016 15:30,Loop,Water in Basement
1108,8/26/2016 14:00,Loop,Water in Basement
1109,9/2/2016 14:30,Loop,Water in Basement
1110,8/19/2016 2:30,Loop,Water in Street
1111,8/19/2016 14:00,Loop,Water in Street
1112,8/5/2016 9:30,Archer Heights,Water in Basement
1113,8/18/2016 8:00,Archer Heights,Water in Basement
1114,8/24/2016 16:30,Archer Heights,Water in Basement
1115,9/8/2016 15:00,Archer Heights,Water in Basement
1116,8/12/2016 12:30,Archer Heights,Water in Street
1117,8/13/2016 8:00,Archer Heights,Water in Street
1118,8/18/2016 8:00,Archer Heights,Water in Street
1119,8/18/2016 8:30,Archer Heights,Water in Street
1120,8/18/2016 8:30,Archer Heights,Water in Street
1121,8/9/2016 19:30,Grand Boulevard,Water in Basement
1122,8/12/2016 12:30,Grand Boulevard,Water in Basement
1123,8/12/2016 12:30,Grand Boulevard,Water in Basement
1124,8/12/2016 12:30,Grand Boulevard,Water in Basement
1125,8/12/2016 12:30,Grand Boulevard,Water in Basement
1126,8/12/2016 17:30,Grand Boulevard,Water in Basement
1127,8/12/2016 18:00,Grand Boulevard,Water in Basement
1128,8/13/2016 8:00,Grand Boulevard,Water in Basement
1129,8/14/2016 13:00,Grand Boulevard,Water in Basement
1130,8/15/2016 12:00,Grand Boulevard,Water in Basement
1131,8/16/2016 7:00,Grand Boulevard,Water in Basement
1132,8/18/2016 9:00,Grand Boulevard,Water in Basement
1133,8/21/2016 21:30,Grand Boulevard,Water in Basement
1134,8/12/2016 12:00,Grand Boulevard,Water in Street
1135,8/12/2016 12:00,Grand Boulevard,Water in Street
1136,8/12/2016 12:30,Grand Boulevard,Water in Street
1137,8/12/2016 13:00,Grand Boulevard,Water in Street
1138,8/12/2016 15:30,Grand Boulevard,Water in Street
1139,8/13/2016 12:30,Grand Boulevard,Water in Street
1140,8/13/2016 13:00,Grand Boulevard,Water in Street
1141,8/15/2016 18:00,Grand Boulevard,Water in Street
1142,8/18/2016 8:00,Grand Boulevard,Water in Street
1143,8/18/2016 11:00,Grand Boulevard,Water in Street
1144,8/18/2016 13:00,Grand Boulevard,Water in Street
1145,8/19/2016 11:00,Grand Boulevard,Water in Street
1146,8/19/2016 12:00,Grand Boulevard,Water in Street
1147,9/1/2016 9:30,Grand Boulevard,Water in Street
1148,8/5/2016 9:30,Albany Park,Water in Basement
1149,8/17/2016 11:00,Albany Park,Water in Basement
1150,8/18/2016 10:00,Albany Park,Water in Basement
1151,8/20/2016 9:00,Albany Park,Water in Basement
1152,8/16/2016 12:30,Albany Park,Water in Street
1153,8/17/2016 20:30,Albany Park,Water in Street
1154,8/18/2016 11:00,Albany Park,Water in Street
1155,8/18/2016 12:30,Albany Park,Water in Street
1156,8/18/2016 20:30,Albany Park,Water in Street
1157,8/27/2016 9:00,Albany Park,Water in Street
1158,8/27/2016 17:30,Albany Park,Water in Street
1159,8/12/2016 13:30,Logan Square,Water in Basement
1160,8/19/2016 11:30,Logan Square,Water in Basement
1161,8/20/2016 11:30,Logan Square,Water in Basement
1162,8/23/2016 14:30,Logan Square,Water in Basement
1163,9/6/2016 12:30,Logan Square,Water in Basement
1164,9/9/2016 12:30,Logan Square,Water in Basement
1165,8/12/2016 12:00,Logan Square,Water in Street
1166,8/12/2016 14:00,Logan Square,Water in Street
1167,8/14/2016 16:00,Logan Square,Water in Street
1168,8/18/2016 9:00,Logan Square,Water in Street
1169,8/18/2016 9:00,Logan Square,Water in Street
1170,8/18/2016 18:30,Logan Square,Water in Street
1171,8/20/2016 17:00,Logan Square,Water in Street
1172,8/21/2016 1:30,Logan Square,Water in Street
1173,8/23/2016 12:30,Logan Square,Water in Street
1174,8/24/2016 12:00,Logan Square,Water in Street
1175,8/24/2016 12:30,Logan Square,Water in Street
1176,8/27/2016 8:00,Logan Square,Water in Street
1177,8/27/2016 11:00,Logan Square,Water in Street
1178,9/1/2016 13:00,Logan Square,Water in Street
1179,9/6/2016 16:30,Logan Square,Water in Street
1180,9/9/2016 13:30,Logan Square,Water in Street
1181,8/12/2016 11:30,Lincoln Square,Water in Street
1182,8/14/2016 16:30,Lincoln Square,Water in Street
1183,8/20/2016 11:30,Lincoln Square,Water in Street
1184,8/20/2016 12:30,Lincoln Square,Water in Street
1185,8/20/2016 18:30,Lincoln Square,Water in Street
1186,8/27/2016 11:00,Lincoln Square,Water in Street
1187,8/12/2016 12:00,Oakland,Water in Basement
1188,8/17/2016 17:30,Oakland,Water in Basement
1189,8/18/2016 9:00,Oakland,Water in Basement
1190,8/12/2016 12:00,Oakland,Water in Street
1191,8/18/2016 8:00,Oakland,Water in Street
1192,8/18/2016 13:00,Oakland,Water in Street
1193,8/20/2016 10:30,Oakland,Water in Street
1194,8/9/2016 9:30,Near North Side,Water in Basement
1195,8/15/2016 22:00,Near North Side,Water in Basement
1196,8/22/2016 11:30,Near North Side,Water in Basement
1197,8/24/2016 20:30,Near North Side,Water in Basement
1198,8/31/2016 15:00,Near North Side,Water in Basement
1199,8/8/2016 13:30,Near North Side,Water in Street
1200,8/15/2016 15:00,Near North Side,Water in Street
1201,8/15/2016 15:00,Near North Side,Water in Street
1202,8/15/2016 16:30,Near North Side,Water in Street
1203,8/15/2016 16:30,Near North Side,Water in Street
1204,8/15/2016 16:30,Near North Side,Water in Street
1205,8/15/2016 16:30,Near North Side,Water in Street
1206,8/15/2016 17:00,Near North Side,Water in Street
1207,8/15/2016 17:00,Near North Side,Water in Street
1208,8/15/2016 17:00,Near North Side,Water in Street
1209,8/15/2016 17:00,Near North Side,Water in Street
1210,8/18/2016 17:30,Near North Side,Water in Street
1211,8/19/2016 10:30,Near North Side,Water in Street
1212,8/22/2016 8:00,Near North Side,Water in Street
1213,8/26/2016 20:00,Near North Side,Water in Street
1214,8/31/2016 15:30,Near North Side,Water in Street
1215,9/9/2016 13:00,Near North Side,Water in Street
1216,8/11/2016 15:30,Hermosa,Water in Basement
1217,8/17/2016 9:00,Hermosa,Water in Basement
1218,8/27/2016 13:00,Hermosa,Water in Basement
1219,8/18/2016 15:00,Hermosa,Water in Street
1220,8/20/2016 9:30,Hermosa,Water in Street
1221,8/27/2016 8:30,Hermosa,Water in Street
1222,8/27/2016 13:30,Hermosa,Water in Street
1223,9/2/2016 0:00,Hermosa,Water in Street
1224,9/8/2016 13:00,Hermosa,Water in Street
1225,8/19/2016 19:30,Edison Park,Water in Basement
1226,8/18/2016 7:30,Edison Park,Water in Street
1227,8/20/2016 9:00,Edison Park,Water in Street
1228,8/20/2016 9:30,Edison Park,Water in Street
1229,8/20/2016 11:00,Edison Park,Water in Street
1230,8/27/2016 20:30,Edison Park,Water in Street
1231,8/30/2016 7:00,Edison Park,Water in Street
1232,8/30/2016 11:00,Edison Park,Water in Street
1233,8/30/2016 19:30,Edison Park,Water in Street
1234,8/12/2016 11:30,Uptown,Water in Basement
1235,8/18/2016 13:30,Uptown,Water in Street
1236,8/20/2016 9:30,Uptown,Water in Street
1237,8/20/2016 10:00,Uptown,Water in Street
1238,8/20/2016 10:00,Uptown,Water in Street
1239,8/20/2016 10:30,Uptown,Water in Street
1240,8/20/2016 10:30,Uptown,Water in Street
1241,8/20/2016 11:00,Uptown,Water in Street
1242,8/20/2016 16:00,Uptown,Water in Street
1243,8/24/2016 11:30,Uptown,Water in Street
1244,8/26/2016 13:30,Uptown,Water in Street
1245,9/9/2016 9:00,Uptown,Water in Street
1246,8/8/2016 21:30,West Lawn,Water in Street
1247,8/9/2016 16:00,West Lawn,Water in Street
1248,8/15/2016 8:00,West Lawn,Water in Street
1249,8/18/2016 9:30,West Lawn,Water in Street
1250,8/29/2016 10:30,West Lawn,Water in Street
1251,8/8/2016 11:30,West Garfield Park,Water in Basement
1252,8/18/2016 14:30,West Garfield Park,Water in Basement
1253,8/22/2016 16:00,West Garfield Park,Water in Basement
1254,8/23/2016 21:30,West Garfield Park,Water in Basement
1255,8/31/2016 14:30,West Garfield Park,Water in Basement
1256,9/6/2016 21:00,West Garfield Park,Water in Basement
1257,9/7/2016 14:00,West Garfield Park,Water in Basement
1258,8/20/2016 10:30,West Garfield Park,Water in Street
1259,8/29/2016 13:30,North Park,Water in Basement
1260,8/20/2016 10:30,North Park,Water in Street
1261,8/23/2016 22:00,North Park,Water in Street
1262,8/27/2016 11:00,North Park,Water in Street
1263,8/27/2016 14:00,Forest Glen,Water in Basement
1264,8/9/2016 15:30,Forest Glen,Water in Street
1265,8/13/2016 12:30,Forest Glen,Water in Street
1266,8/20/2016 15:30,Forest Glen,Water in Street
1267,8/22/2016 21:00,Forest Glen,Water in Street
1268,9/8/2016 8:30,Forest Glen,Water in Street
1269,8/12/2016 11:30,Irving Park,Water in Basement
1270,8/12/2016 11:30,Irving Park,Water in Basement
1271,8/13/2016 14:00,Irving Park,Water in Basement
1272,8/20/2016 12:30,Irving Park,Water in Basement
1273,9/7/2016 14:00,Irving Park,Water in Basement
1274,9/8/2016 18:00,Irving Park,Water in Basement
1275,8/9/2016 17:00,Irving Park,Water in Street
1276,8/12/2016 12:30,Irving Park,Water in Street
1277,8/12/2016 13:00,Irving Park,Water in Street
1278,8/13/2016 20:00,Irving Park,Water in Street
1279,8/18/2016 7:30,Irving Park,Water in Street
1280,8/18/2016 9:30,Irving Park,Water in Street
1281,8/18/2016 14:30,Irving Park,Water in Street
1282,8/19/2016 9:30,Irving Park,Water in Street
1283,8/19/2016 16:00,Irving Park,Water in Street
1284,8/19/2016 23:30,Irving Park,Water in Street
1285,8/22/2016 12:30,Irving Park,Water in Street
1286,8/25/2016 16:00,Irving Park,Water in Street
1287,8/27/2016 18:00,Irving Park,Water in Street
1288,9/1/2016 9:00,Irving Park,Water in Street
1289,8/12/2016 17:30,Hyde Park,Water in Basement
1290,8/12/2016 18:30,Hyde Park,Water in Basement
1291,8/18/2016 17:30,Hyde Park,Water in Basement
1292,8/19/2016 11:00,Hyde Park,Water in Basement
1293,8/22/2016 16:30,Hyde Park,Water in Basement
1294,8/22/2016 16:30,Hyde Park,Water in Basement
1295,8/30/2016 15:00,Hyde Park,Water in Basement
1296,8/30/2016 21:30,Hyde Park,Water in Basement
1297,8/5/2016 12:00,Hyde Park,Water in Street
1298,8/8/2016 11:00,Hyde Park,Water in Street
1299,8/9/2016 14:00,Hyde Park,Water in Street
1300,8/12/2016 13:00,Hyde Park,Water in Street
1301,8/13/2016 6:30,Hyde Park,Water in Street
1302,8/13/2016 11:00,Hyde Park,Water in Street
1303,8/13/2016 22:00,Hyde Park,Water in Street
1304,8/15/2016 10:00,Hyde Park,Water in Street
1305,8/16/2016 16:30,Hyde Park,Water in Street
1306,8/16/2016 18:30,Hyde Park,Water in Street
1307,8/16/2016 19:00,Hyde Park,Water in Street
1308,8/17/2016 11:00,Hyde Park,Water in Street
1309,8/18/2016 23:00,Hyde Park,Water in Street
1310,8/20/2016 8:30,Hyde Park,Water in Street
1311,8/20/2016 10:30,Hyde Park,Water in Street
1312,8/20/2016 10:30,Hyde Park,Water in Street
1313,8/20/2016 13:00,Hyde Park,Water in Street
1314,8/20/2016 13:00,Hyde Park,Water in Street
1315,8/27/2016 13:30,Hyde Park,Water in Street
1316,8/28/2016 10:30,Hyde Park,Water in Street
1317,8/28/2016 10:30,Hyde Park,Water in Street
1318,9/10/2016 9:00,Hyde Park,Water in Street
1319,9/1/2016 20:30,Clearing,Water in Basement
1320,9/2/2016 11:30,Clearing,Water in Basement
1321,9/7/2016 12:30,Clearing,Water in Basement
1322,8/10/2016 3:30,Clearing,Water in Street
1323,8/13/2016 8:00,Clearing,Water in Street
1324,8/13/2016 8:30,Clearing,Water in Street
1325,8/13/2016 8:30,Clearing,Water in Street
1326,8/13/2016 11:00,Clearing,Water in Street
1327,8/13/2016 12:30,Clearing,Water in Street
1328,8/18/2016 8:00,Clearing,Water in Street
1329,8/18/2016 8:00,Clearing,Water in Street
1330,8/18/2016 8:30,Clearing,Water in Street
1331,8/18/2016 9:00,Clearing,Water in Street
1332,8/18/2016 10:30,Clearing,Water in Street
1333,8/18/2016 12:00,Clearing,Water in Street
1334,8/20/2016 9:30,Clearing,Water in Street
1335,9/12/2016 19:00,Clearing,Water in Street
1336,8/18/2016 11:00,O'Hare,Water in Basement
1337,8/29/2016 17:30,O'Hare,Water in Street
1338,8/30/2016 12:00,O'Hare,Water in Street
1339,8/5/2016 19:00,Belmont Cragin,Water in Basement
1340,8/11/2016 10:00,Belmont Cragin,Water in Basement
1341,8/12/2016 12:00,Belmont Cragin,Water in Basement
1342,8/12/2016 12:30,Belmont Cragin,Water in Basement
1343,8/12/2016 13:00,Belmont Cragin,Water in Basement
1344,8/18/2016 8:30,Belmont Cragin,Water in Basement
1345,8/19/2016 8:30,Belmont Cragin,Water in Basement
1346,8/21/2016 12:00,Belmont Cragin,Water in Basement
1347,8/21/2016 12:30,Belmont Cragin,Water in Basement
1348,8/22/2016 14:30,Belmont Cragin,Water in Basement
1349,8/24/2016 18:00,Belmont Cragin,Water in Basement
1350,8/27/2016 13:00,Belmont Cragin,Water in Basement
1351,8/27/2016 15:00,Belmont Cragin,Water in Basement
1352,9/1/2016 12:30,Belmont Cragin,Water in Basement
1353,8/8/2016 14:00,Belmont Cragin,Water in Street
1354,8/12/2016 11:30,Belmont Cragin,Water in Street
1355,8/13/2016 15:00,Belmont Cragin,Water in Street
1356,8/13/2016 20:00,Belmont Cragin,Water in Street
1357,8/19/2016 12:00,Belmont Cragin,Water in Street
1358,8/20/2016 9:00,Belmont Cragin,Water in Street
1359,8/23/2016 13:30,Belmont Cragin,Water in Street
1360,8/25/2016 8:00,Belmont Cragin,Water in Street
1361,8/25/2016 11:00,Belmont Cragin,Water in Street
1362,8/27/2016 16:30,Belmont Cragin,Water in Street
1363,9/7/2016 13:30,Belmont Cragin,Water in Street
1364,9/7/2016 13:30,Belmont Cragin,Water in Street
1365,8/12/2016 13:30,Armour Square,Water in Basement
1366,8/12/2016 14:30,Armour Square,Water in Basement
1367,8/12/2016 14:30,Armour Square,Water in Basement
1368,8/12/2016 15:30,Armour Square,Water in Basement
1369,9/9/2016 11:30,Armour Square,Water in Street
1370,8/12/2016 13:30,Kenwood,Water in Basement
1371,8/14/2016 15:30,Kenwood,Water in Basement
1372,8/23/2016 8:00,Kenwood,Water in Basement
1373,9/8/2016 17:30,Kenwood,Water in Basement
1374,8/12/2016 13:30,Kenwood,Water in Street
1375,8/12/2016 16:30,Kenwood,Water in Street
1376,8/20/2016 18:00,Kenwood,Water in Street
1377,8/25/2016 14:00,Kenwood,Water in Street
1378,8/30/2016 16:00,Kenwood,Water in Street
1379,9/12/2016 11:00,Kenwood,Water in Street
1380,9/7/2016 12:00,Norwood Park,Water in Basement
1381,8/12/2016 9:30,Norwood Park,Water in Street
1382,8/18/2016 7:30,Norwood Park,Water in Street
1383,8/18/2016 8:00,Norwood Park,Water in Street
1384,8/18/2016 10:30,Norwood Park,Water in Street
1385,8/18/2016 12:00,Norwood Park,Water in Street
1386,8/18/2016 12:30,Norwood Park,Water in Street
1387,8/18/2016 12:30,Norwood Park,Water in Street
1388,8/20/2016 14:30,Norwood Park,Water in Street
1389,8/27/2016 8:30,Norwood Park,Water in Street
1390,8/27/2016 12:00,Norwood Park,Water in Street
1391,8/29/2016 12:00,Norwood Park,Water in Street
1392,8/30/2016 7:30,Norwood Park,Water in Street
1393,8/30/2016 8:00,Norwood Park,Water in Street
1394,8/30/2016 19:00,Norwood Park,Water in Street
1395,8/31/2016 10:00,Norwood Park,Water in Street
1396,9/1/2016 19:00,Norwood Park,Water in Street
1397,9/5/2016 10:00,Norwood Park,Water in Street
1398,9/9/2016 17:00,Norwood Park,Water in Street
1399,8/11/2016 13:00,Near South Side,Water in Basement
1400,8/12/2016 12:00,Near South Side,Water in Basement
1401,8/22/2016 12:00,Near South Side,Water in Basement
1402,8/18/2016 9:00,Near South Side,Water in Street
1403,8/19/2016 11:00,Near South Side,Water in Street
1404,8/19/2016 14:00,Near South Side,Water in Street
1405,8/20/2016 13:00,Near South Side,Water in Street
1406,8/30/2016 8:30,Near South Side,Water in Street
1407,8/31/2016 9:00,Near South Side,Water in Street
1408,8/8/2016 20:00,Montclare,Water in Street
1409,8/22/2016 9:30,Montclare,Water in Street
1410,8/27/2016 9:00,Montclare,Water in Street
1411,8/12/2016 14:00,Douglas,Water in Basement
1412,8/12/2016 14:30,Douglas,Water in Basement
1413,8/12/2016 18:30,Douglas,Water in Basement
1414,8/12/2016 22:30,Douglas,Water in Basement
1415,8/13/2016 10:30,Douglas,Water in Basement
1416,8/13/2016 14:30,Douglas,Water in Basement
1417,8/13/2016 15:30,Douglas,Water in Basement
1418,8/15/2016 8:00,Douglas,Water in Basement
1419,8/15/2016 9:30,Douglas,Water in Basement
1420,8/15/2016 12:00,Douglas,Water in Basement
1421,8/15/2016 12:00,Douglas,Water in Basement
1422,8/17/2016 11:30,Douglas,Water in Basement
1423,8/19/2016 9:30,Douglas,Water in Basement
1424,8/19/2016 11:00,Douglas,Water in Basement
1425,8/12/2016 12:00,Douglas,Water in Street
1426,8/12/2016 13:30,Douglas,Water in Street
1427,8/18/2016 9:00,Douglas,Water in Street
1428,8/19/2016 11:30,Douglas,Water in Street
1429,8/19/2016 13:30,Douglas,Water in Street
1430,8/24/2016 14:00,Douglas,Water in Street
